TEXTURE_ID,TEXTURERECT_TOP,TEXTURERECT_LEFT,TEXTURERECT_WIDTH,TEXTURERECT_HEIGHT,NAME,XPOSITION,YPOSITION,WIDTH,HEIGHT,LAYER,ORDER,ROTATION
graphics/background/basement.png,0,0,52,52,basement,-52.000000,-52.845001,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,0,52,52,52,basement,52.000000,-52.845001,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,0,52,52,52,basement,156.000000,-52.845001,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,0,52,52,52,basement,260.000031,-52.845001,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,0,52,52,52,basement,338.000000,-52.845001,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,0,52,52,52,basement,416.000000,-52.845001,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,0,52,52,52,basement,520.000000,-52.845001,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,0,52,52,52,basement,624.000000,-52.845001,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,0,0,52,52,basement,728.000000,-52.845001,52.000000,52.000000,0,0,90.000000
graphics/background/basement.png,0,0,52,52,basement,728.000000,415.888428,52.000000,52.000000,0,0,180.000000
graphics/background/basement.png,0,0,52,52,basement,-52.000000,415.888428,52.000000,52.000000,0,0,270.000000
graphics/background/basement.png,0,52,52,52,basement,728.000000,51.424255,52.000000,52.000000,0,0,90.000000
graphics/background/basement.png,0,52,52,52,basement,728.000000,155.693542,52.000000,52.000000,0,0,90.000000
graphics/background/basement.png,0,52,52,52,basement,728.000000,207.349854,52.000000,52.000000,0,0,90.000000
graphics/background/basement.png,0,52,52,52,basement,728.000000,311.619141,52.000000,52.000000,0,0,90.000000
graphics/background/basement.png,0,52,52,52,basement,624.000000,415.888428,52.000000,52.000000,0,0,180.000000
graphics/background/basement.png,0,52,52,52,basement,520.000000,415.888428,52.000000,52.000000,0,0,180.000000
graphics/background/basement.png,0,52,52,52,basement,416.000000,415.888428,52.000000,52.000000,0,0,180.000000
graphics/background/basement.png,0,52,52,52,basement,338.000000,415.888428,52.000000,52.000000,0,0,180.000000
graphics/background/basement.png,0,52,52,52,basement,260.000031,415.888428,52.000000,52.000000,0,0,180.000000
graphics/background/basement.png,0,52,52,52,basement,156.000000,415.888428,52.000000,52.000000,0,0,180.000000
graphics/background/basement.png,0,52,52,52,basement,52.000000,415.888428,52.000000,52.000000,0,0,180.000000
graphics/background/basement.png,0,52,52,52,basement,-52.000000,311.619141,52.000000,52.000000,0,0,270.000000
graphics/background/basement.png,0,52,52,52,basement,-52.000000,207.349854,52.000000,52.000000,0,0,270.000000
graphics/background/basement.png,0,52,52,52,basement,-52.000000,155.693542,52.000000,52.000000,0,0,270.000000
graphics/background/basement.png,0,52,52,52,basement,-52.000000,51.424255,52.000000,52.000000,0,0,270.000000
graphics/background/basement.png,52,52,52,52,basement,52.000000,51.424255,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,52,52,52,52,basement,624.000000,51.424255,52.000000,52.000000,0,0,90.000000
graphics/background/basement.png,52,52,52,52,basement,624.000000,311.619141,52.000000,52.000000,0,0,180.000000
graphics/background/basement.png,52,52,52,52,basement,52.000000,311.619141,52.000000,52.000000,0,0,270.000000
graphics/background/basement.png,52,104,52,52,basement,156.000000,51.424255,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,52,104,52,52,basement,260.000031,51.424255,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,52,104,52,52,basement,338.000000,51.424255,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,52,104,52,52,basement,416.000000,51.424255,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,52,104,52,52,basement,520.000000,51.424255,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,52,104,52,52,basement,624.000000,155.693542,52.000000,52.000000,0,0,90.000000
graphics/background/basement.png,52,104,52,52,basement,624.000000,207.349854,52.000000,52.000000,0,0,90.000000
graphics/background/basement.png,52,104,52,52,basement,520.000000,311.619141,52.000000,52.000000,0,0,180.000000
graphics/background/basement.png,52,104,52,52,basement,416.000000,311.619141,52.000000,52.000000,0,0,180.000000
graphics/background/basement.png,52,104,52,52,basement,338.000000,311.619141,52.000000,52.000000,0,0,180.000000
graphics/background/basement.png,52,104,52,52,basement,260.000031,311.619141,52.000000,52.000000,0,0,180.000000
graphics/background/basement.png,52,104,52,52,basement,156.000000,311.619141,52.000000,52.000000,0,0,180.000000
graphics/background/basement.png,52,104,52,52,basement,52.000000,155.693542,52.000000,52.000000,0,0,270.000000
graphics/background/basement.png,52,104,52,52,basement,52.000000,207.349854,52.000000,52.000000,0,0,270.000000
graphics/background/basement.png,104,156,52,52,basement,156.000000,155.693542,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,104,156,52,52,basement,260.000031,155.693542,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,104,156,52,52,basement,338.000000,155.693542,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,104,156,52,52,basement,416.000000,155.693542,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,104,156,52,52,basement,520.000000,155.693542,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,104,156,52,52,basement,520.000000,207.349854,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,104,156,52,52,basement,416.000000,207.349854,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,104,156,52,52,basement,338.000000,207.349854,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,104,156,52,52,basement,260.000031,207.349854,52.000000,52.000000,0,0,0.000000
graphics/background/basement.png,104,156,52,52,basement,156.000000,207.349854,52.000000,52.000000,0,0,0.000000
graphics/obstacles/rocks/rocks_basement.png,0,0,32,32,rocks_basement,78.000000,25.596100,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/rocks/rocks_basement.png,0,0,32,32,rocks_basement,78.000000,77.252411,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/rocks/rocks_basement.png,0,0,32,32,rocks_basement,78.000000,129.865356,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/rocks/rocks_basement.png,0,0,32,32,rocks_basement,130.000000,129.865356,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/rocks/rocks_basement.png,0,0,32,32,rocks_basement,130.000000,77.252411,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/rocks/rocks_basement.png,0,0,32,32,rocks_basement,130.000000,25.596100,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/rocks/rocks_basement.png,32,0,32,32,rocks_basement,442.000000,25.596100,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/rocks/rocks_basement.png,32,0,32,32,rocks_basement,442.000000,77.252411,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/rocks/rocks_basement.png,32,0,32,32,rocks_basement,442.000000,129.865356,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/rocks/rocks_basement.png,32,0,32,32,rocks_basement,494.000000,129.865356,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/rocks/rocks_basement.png,32,0,32,32,rocks_basement,494.000000,77.252411,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/rocks/rocks_basement.png,32,0,32,32,rocks_basement,494.000000,25.596100,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/rocks/rocks_basement.png,64,0,32,32,rocks_basement,234.000031,25.596100,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/rocks/rocks_basement.png,64,0,32,32,rocks_basement,285.999969,77.252411,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/rocks/rocks_basement.png,64,0,32,32,rocks_basement,285.999969,25.596100,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/grid_spikes.png,96,0,32,32,grid_spikes,182.000000,233.178040,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/grid_spikes.png,96,0,32,32,grid_spikes,182.000000,285.791016,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/grid_spikes.png,96,0,32,32,grid_spikes,182.000000,337.447327,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/grid_spikes.png,96,0,32,32,grid_spikes,234.000031,337.447327,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/grid_spikes.png,96,0,32,32,grid_spikes,234.000031,285.791016,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/grid_spikes.png,96,0,32,32,grid_spikes,234.000031,233.178040,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/grid_spikes.png,96,0,32,32,grid_spikes,442.000000,285.791016,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/grid_spikes.png,96,0,32,32,grid_spikes,494.000000,285.791016,32.000000,32.000000,1,-5,0.000000
graphics/obstacles/grid_spikes.png,96,0,32,32,grid_spikes,546.000000,285.791016,32.000000,32.000000,1,-5,0.000000
