TEXTURE_ID,TEXTURERECT_TOP,TEXTURERECT_LEFT,TEXTURERECT_WIDTH,TEXTURERECT_HEIGHT,NAME,XPOSITION,YPOSITION,WIDTH,HEIGHT,LAYER,ORDER,ROTATION,,,,
-104,-104.32309,884,571.750244,,,,,,,,,,,,,
graphics/background/basement.png,0,234,52,52,basement,676,-104.32309,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,0,0,52,52,basement,-104,-104.32309,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,104,52,52,basement,676,-0.497528,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,0,104,52,52,basement,572,363.427185,52,52,0,0,180,52,52,1,1
graphics/background/basement.png,0,104,52,52,basement,207.999939,363.427185,52,52,0,0,180,52,52,1,1
graphics/background/basement.png,0,104,52,52,basement,104,363.427185,52,52,0,0,180,52,52,1,1
graphics/background/basement.png,0,104,52,52,basement,-104,155.776001,52,52,0,0,270,52,0,1,1
graphics/background/basement.png,0,104,52,52,basement,-104,-0.497528,52,52,0,0,270,52,0,1,1
graphics/background/basement.png,0,286,52,52,basement,676,103.328064,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,0,156,52,52,basement,364,-104.32309,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,156,52,52,basement,468,363.427185,52,52,0,0,180,52,52,1,1
graphics/background/basement.png,0,156,52,52,basement,676,155.776001,52,52,0,0,450,0,52,1,1
graphics/background/basement.png,0,208,26,52,basement,312,-104.32309,26,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,208,26,52,basement,312,363.427185,26,52,0,0,180,26,52,1,1
graphics/background/basement.png,0,156,52,52,basement,104,-104.32309,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,0,52,52,basement,-104,103.328064,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,338,52,52,basement,207.999939,-104.32309,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,52,52,52,basement,0,363.427185,52,52,0,0,180,52,52,1,1
graphics/background/basement.png,0,0,52,52,basement,676,363.427185,52,52,0,0,180,52,52,1,1
graphics/background/basement.png,0,104,52,52,basement,468,-104.32309,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,52,52,52,basement,572,-104.32309,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,0,52,52,basement,676,259.601624,52,52,0,0,180,52,52,1,1
graphics/background/basement.png,156,52,52,52,basement,0,-104.32309,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,156,52,52,52,basement,364,363.427185,52,52,0,0,180,52,52,1,1
graphics/background/basement.png,104,234,52,52,basement,-104,259.601624,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,156,0,52,52,basement,-104,363.427185,52,52,0,0,270,52,0,1,1
graphics/background/basement.png,104,52,52,52,basement,0,103.328064,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,0,155.776001,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,572,103.328064,52,52,0,0,180,52,52,1,1
graphics/background/basement.png,260,52,52,52,basement,572,155.776001,52,52,0,0,540,52,52,1,1
graphics/background/basement.png,208,442,26,52,basement,312,259.601624,26,52,0,0,180,26,52,1,1
graphics/background/basement.png,104,390,52,52,basement,468,103.328064,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,390,52,52,basement,104,103.328064,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,390,52,52,basement,104,155.776001,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,338,52,52,basement,468,155.776001,52,52,0,0,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,0,26,26,26,grid_pit_basement,520,51.950439,26,26,1,-5,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,0,78,26,26,grid_pit_basement,520,259.601624,26,26,1,-5,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,26,26,26,26,grid_pit_basement,520,103.328064,26,26,1,-5,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,26,26,26,26,grid_pit_basement,520,207.153625,26,26,1,-5,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,26,26,26,26,grid_pit_basement,520,155.776001,26,26,1,-5,0,0,0,1,1
graphics/background/basement.png,52,52,52,52,basement,0,-0.497528,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,52,52,52,52,basement,572,-0.497528,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,52,52,52,52,basement,572,259.601624,52,52,0,0,180,52,52,1,1
graphics/background/basement.png,52,52,52,52,basement,0,259.601624,52,52,0,0,270,52,0,1,1
graphics/background/basement.png,104,286,52,52,basement,364,259.601624,52,52,0,0,270,52,0,1,1
graphics/background/basement.png,104,286,52,52,basement,468,259.601624,52,52,0,0,270,52,0,1,1
graphics/background/basement.png,104,286,52,52,basement,104,259.601624,52,52,0,0,270,52,0,1,1
graphics/background/basement.png,104,286,52,52,basement,207.999939,259.601624,52,52,0,0,270,52,0,1,1
graphics/background/basement.png,104,286,52,52,basement,104,-0.497528,52,52,0,0,450,0,52,1,1
graphics/background/basement.png,104,286,52,52,basement,468,-0.497528,52,52,0,0,450,0,52,1,1
graphics/obstacles/pit/grid_pit_basement.png,52,26,26,26,grid_pit_basement,207.999939,259.601624,26,26,1,-5,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,52,0,26,26,grid_pit_basement,416,259.601624,26,26,1,-5,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,104,0,26,26,grid_pit_basement,260.000031,259.601624,26,26,1,-5,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,104,0,26,26,grid_pit_basement,364,259.601624,26,26,1,-5,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,104,0,26,26,grid_pit_basement,312,259.601624,26,26,1,-5,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,26,52,26,26,grid_pit_basement,207.999939,207.153625,26,26,1,-5,0,0,0,1,1
graphics/background/basement.png,104,156,52,52,basement,207.999939,103.328064,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,156,52,52,basement,364,103.328064,52,52,0,0,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,26,78,26,26,grid_pit_basement,416,207.153625,26,26,1,-5,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,52,52,26,26,grid_pit_basement,364,207.153625,26,26,1,-5,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,52,52,26,26,grid_pit_basement,260.000031,207.153625,26,26,1,-5,0,26,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,52,52,26,26,grid_pit_basement,312,207.153625,26,26,1,-5,0,26,0,1,1
graphics/background/basement.png,104,104,52,52,basement,364,155.776001,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,104,52,52,basement,207.999939,155.776001,52,52,0,0,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,52,0,26,26,grid_pit_basement,416,103.328064,26,26,1,-5,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,52,26,26,26,grid_pit_basement,207.999939,103.328064,26,26,1,-5,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,26,52,26,26,grid_pit_basement,207.999939,51.950439,26,26,1,-5,0,0,0,1,1
graphics/obstacles/pit/grid_pit_basement.png,26,78,26,26,grid_pit_basement,416,51.950439,26,26,1,-5,0,0,0,1,1
