TEXTURE_ID,TEXTURERECT_TOP,TEXTURERECT_LEFT,TEXTURERECT_WIDTH,TEXTURERECT_HEIGHT,NAME,XPOSITION,YPOSITION,WIDTH,HEIGHT,LAYER,ORDER,ROTATION,,,,
-104,-104.501312,1768.00012,571.776733,,,,,,,,,,,,,
graphics/background/basement.png,0,0,52,52,basement,-104,-104.501312,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,52,52,52,basement,0,-104.501312,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,52,52,52,basement,104,-104.501312,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,52,52,52,basement,207.999939,-104.501312,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,52,52,52,basement,364,-104.501312,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,52,52,52,basement,468,-104.501312,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,52,52,52,basement,572,-104.501312,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,208,26,52,basement,312,-104.501312,26,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,0,52,52,basement,-104,-0.232056,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,0,52,52,basement,-104,103.080627,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,0,52,52,basement,-104,155.693542,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,0,52,52,basement,-104,259.96283,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,468,103.080627,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,364,-0.232056,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,207.999939,103.080627,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,104,-0.232056,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,0,103.080627,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,207.999939,-0.232056,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,104,103.080627,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,104,155.693542,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,0,259.96283,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,104,259.96283,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,0,155.693542,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,207.999939,259.96283,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,207.999939,155.693542,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,364,155.693542,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,364,259.96283,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,364,103.080627,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,468,259.96283,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,572,259.96283,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,572,155.693542,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,572,103.080627,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,572,-0.232056,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,468,-0.232056,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,468,155.693542,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,442,26,52,basement,312,-0.232056,26,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,442,26,52,basement,312,103.080627,26,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,442,26,52,basement,312,155.693542,26,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,442,26,52,basement,312,259.96283,26,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,104,52,52,basement,0,-0.232056,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,104,52,52,basement,676,-0.232056,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,104,52,52,basement,676,103.080627,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,104,52,52,basement,676,155.693542,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,104,52,52,basement,676,259.96283,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,156,52,52,basement,676,-104.501312,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,0,52,52,basement,1560.000122,-104.501312,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,52,0,52,52,basement,1456.000122,-104.501312,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,52,0,52,52,basement,1352.000122,-104.501312,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,52,0,52,52,basement,1248.000122,-104.501312,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,52,0,52,52,basement,1092,-104.501312,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,52,0,52,52,basement,988.000122,-104.501312,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,52,0,52,52,basement,884.000122,-104.501312,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,52,0,52,52,basement,780.000122,-104.501312,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,52,0,52,52,basement,1560.000122,-0.232056,52,52,0,0,180,52,52,1,1
graphics/background/basement.png,52,0,52,52,basement,1560.000122,103.080627,52,52,0,0,180,52,52,1,1
graphics/background/basement.png,52,0,52,52,basement,1560.000122,155.693542,52,52,0,0,180,52,52,1,1
graphics/background/basement.png,52,0,52,52,basement,1560.000122,259.96283,52,52,0,0,180,52,52,1,1
graphics/background/basement.png,156,208,26,52,basement,1196.000122,-104.501312,26,52,0,0,0,0,0,1,1
graphics/background/basement.png,52,52,52,52,basement,1456.000122,-0.232056,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,208,104,52,52,basement,1456.000122,103.080627,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,208,104,52,52,basement,1456.000122,155.693542,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,208,104,52,52,basement,1456.000122,259.96283,52,52,0,0,90,0,52,1,1
graphics/background/basement.png,208,104,52,52,basement,1352.000122,-0.232056,52,52,0,0,360,0,0,1,1
graphics/background/basement.png,208,104,52,52,basement,1248.000122,-0.232056,52,52,0,0,360,0,0,1,1
graphics/background/basement.png,208,104,52,52,basement,1092,-0.232056,52,52,0,0,360,0,0,1,1
graphics/background/basement.png,208,104,52,52,basement,988.000122,-0.232056,52,52,0,0,360,0,0,1,1
graphics/background/basement.png,208,104,52,52,basement,884.000122,-0.232056,52,52,0,0,360,0,0,1,1
graphics/background/basement.png,208,104,52,52,basement,780.000122,-0.232056,52,52,0,0,360,0,0,1,1
graphics/background/basement.png,208,208,26,52,basement,1196.000122,-0.232056,26,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,390,52,52,basement,1352.000122,103.080627,52,52,0,0,0,0,0,1,1
