TEXTURE_ID,TEXTURERECT_TOP,TEXTURERECT_LEFT,TEXTURERECT_WIDTH,TEXTURERECT_HEIGHT,NAME,XPOSITION,YPOSITION,WIDTH,HEIGHT,LAYER,ORDER,ROTATION,ORIGINX,ORIGINY,XSCALE,YSCALE
-104,-104.501312,884,1143.77673,,,,,,,,,,,,,
graphics/background/basement.png,0,0,52,52,basement,-104.000000,-104.501312,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,0,52,52,52,basement,0.000000,-104.501312,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,0,52,52,52,basement,104.000000,-104.501312,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,0,52,52,52,basement,207.999939,-104.501312,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,0,52,52,52,basement,364.000000,-104.501312,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,0,52,52,52,basement,468.000000,-104.501312,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,0,52,52,52,basement,572.000000,-104.501312,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,0,208,26,52,basement,312.000000,-104.501312,26.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,0,52,52,basement,-104.000000,-0.232056,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,0,52,52,basement,-104.000000,103.080627,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,0,52,52,basement,-104.000000,155.693542,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,0,52,52,basement,-104.000000,259.962830,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,52,52,52,basement,0.000000,259.962830,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,52,52,52,basement,0.000000,155.693542,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,-104.000000,363.275452,52.000000,52.000000,0,0,270.000000,52.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,-104.000000,467.498657,52.000000,52.000000,0,0,270.000000,52.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,-104.000000,571.767944,52.000000,52.000000,0,0,270.000000,52.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,-104.000000,675.080566,52.000000,52.000000,0,0,270.000000,52.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,-104.000000,727.693604,52.000000,52.000000,0,0,270.000000,52.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,-104.000000,831.962769,52.000000,52.000000,0,0,270.000000,52.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,0.000000,935.275391,52.000000,52.000000,0,0,540.000000,52.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,104.000000,935.275391,52.000000,52.000000,0,0,540.000000,52.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,207.999939,935.275391,52.000000,52.000000,0,0,540.000000,52.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,312.000000,935.275391,52.000000,52.000000,0,0,540.000000,52.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,364.000000,935.275391,52.000000,52.000000,0,0,540.000000,52.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,468.000000,935.275391,52.000000,52.000000,0,0,540.000000,52.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,572.000000,935.275391,52.000000,52.000000,0,0,540.000000,52.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,0,52,52,basement,-104.000000,935.275391,52.000000,52.000000,0,0,270.000000,52.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,260,338,52,52,basement,104.000000,675.080566,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,260,338,52,52,basement,207.999939,727.693604,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,260,338,52,52,basement,364.000000,675.080566,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,260,338,52,52,basement,468.000000,727.693604,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,260,390,52,52,basement,312.000000,675.080566,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,260,390,52,52,basement,312.000000,467.498657,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,260,390,52,52,basement,207.999939,467.498657,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,260,390,52,52,basement,104.000000,467.498657,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,260,390,52,52,basement,104.000000,727.693604,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,260,390,52,52,basement,207.999939,675.080566,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,260,390,52,52,basement,364.000000,727.693604,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,156,52,52,basement,364.000000,467.498657,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,156,52,52,basement,468.000000,467.498657,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,156,52,52,basement,468.000000,675.080566,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,156,52,52,basement,312.000000,727.693604,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,0,0,52,52,basement,676.000000,935.275391,52.000000,52.000000,0,0,180.000000,52.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,676.000000,467.498657,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,676.000000,571.767944,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,676.000000,675.080566,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,676.000000,727.693604,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,676.000000,831.962769,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,676.000000,-0.232056,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,676.000000,103.080627,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,676.000000,259.962830,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,676.000000,363.275452,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,0,156,52,52,basement,676.000000,155.693542,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,156,0,52,52,basement,676.000000,-104.501312,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,52,52,52,52,basementfloor,0.000000,0.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,52,390,52,52,basementfloor,104.000000,0.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,52,156,52,52,basementfloor,207.999939,0.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,52,156,52,52,basementfloor,312.000000,0.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,52,390,52,52,basementfloor,364.000000,0.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,208,338,52,52,basementfloor,468.000000,0.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,260,286,52,52,basementfloor,0.000000,104.000000,52.000000,52.000000,0,0,360.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,260,286,52,52,basementfloor,572.000000,104.000000,52.000000,52.000000,0,0,540.000000,52.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,52,286,52,52,basementfloor,572.000000,0.000000,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,208,390,52,52,basementfloor,572.000000,156.000000,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,52,390,52,52,basementfloor,572.000000,260.000000,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,104,390,52,52,basementfloor,104.000000,104.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,390,52,52,basementfloor,207.999939,104.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,338,52,52,basementfloor,312.000000,104.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,338,52,52,basementfloor,364.000000,104.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,104,52,52,basementfloor,468.000000,104.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,156,52,52,basementfloor,104.000000,156.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,390,52,52,basementfloor,207.999939,156.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,104,52,52,basementfloor,468.000000,156.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,104,52,52,basementfloor,364.000000,156.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,104,52,52,basementfloor,312.000000,156.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,390,52,52,basementfloor,468.000000,260.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,390,52,52,basementfloor,104.000000,363.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,390,52,52,basementfloor,207.999939,363.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,390,52,52,basementfloor,312.000000,363.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,390,52,52,basementfloor,468.000000,363.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,390,52,52,basementfloor,364.000000,363.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,208,52,52,52,basementfloor,572.000000,832.000000,52.000000,52.000000,0,0,180.000000,52.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,208,286,52,52,basementfloor,0.000000,832.000000,52.000000,52.000000,0,0,270.000000,52.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,208,104,52,52,basementfloor,0.000000,572.000000,52.000000,52.000000,0,0,270.000000,52.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,208,104,52,52,basementfloor,0.000000,676.000000,52.000000,52.000000,0,0,270.000000,52.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,208,156,52,52,basementfloor,0.000000,728.000000,52.000000,52.000000,0,0,270.000000,52.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,208,390,52,52,basementfloor,572.000000,572.000000,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,208,338,52,52,basementfloor,572.000000,676.000000,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,208,338,52,52,basementfloor,572.000000,728.000000,52.000000,52.000000,0,0,90.000000,0.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,104,104,52,52,basementfloor,468.000000,572.000000,52.000000,52.000000,0,0,0.000000,0.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,286,52,52,basementfloor,468.000000,832.000000,52.000000,52.000000,0,0,270.000000,52.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,104,286,52,52,basementfloor,364.000000,832.000000,52.000000,52.000000,0,0,270.000000,52.000000,0.000000,1.000000,1.000000
graphics/background/basement.png,208,390,52,52,basementfloor,104.000000,832.000000,52.000000,52.000000,0,0,180.000000,52.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,52,104,52,52,basementfloor,207.999939,832.000000,52.000000,52.000000,0,0,180.000000,52.000000,52.000000,1.000000,1.000000
graphics/background/basement.png,52,104,52,52,basementfloor,312.000000,832.000000,52.000000,52.000000,0,0,180.000000,52.000000,52.000000,1.000000,1.000000
