TEXTURE_ID,TEXTURERECT_TOP,TEXTURERECT_LEFT,TEXTURERECT_WIDTH,TEXTURERECT_HEIGHT,NAME,XPOSITION,YPOSITION,WIDTH,HEIGHT,LAYER,ORDER,ROTATION,,,,
-104,-104.501312,884,1143.77673,,,,,,,,,,,,,
graphics/background/basement.png,0,0,52,52,basement,-104,-104.501312,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,52,52,52,basement,0,-104.501312,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,52,52,52,basement,104,-104.501312,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,52,52,52,basement,207.999939,-104.501312,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,52,52,52,basement,364,-104.501312,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,52,52,52,basement,468,-104.501312,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,52,52,52,basement,572,-104.501312,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,0,208,26,52,basement,312,-104.501312,26,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,0,52,52,basement,-104,-0.232056,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,0,52,52,basement,-104,103.080627,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,0,52,52,basement,-104,155.693542,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,0,52,52,basement,-104,259.96283,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,468,103.080627,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,364,-0.232056,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,207.999939,103.080627,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,104,-0.232056,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,0,103.080627,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,207.999939,-0.232056,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,104,103.080627,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,104,155.693542,52,52,0,0,0,0,0,1,1
graphics/background/basement.png,104,52,52,52,basement,0,259.96283,52,52,0,0,0,0,0,1,1
