TEXTURE_ID,FPS,"LOOPTYPE(0:Single, 1:Loop)",,,,
,5,1,,,,
,,,,,,
TEXTUREID,LEFT,TOP,WIDHT,HEIGHT,ORIGIN_X,ORIGIN_Y
graphics/enemies/boss_085_dingle.png,384,128,64,64,32.00000,32.00000
graphics/enemies/boss_085_dingle.png,448,128,64,64,32.00000,32.00000
graphics/enemies/boss_085_dingle.png,448,128,64,64,32.00000,32.00000
graphics/enemies/boss_085_dingle.png,448,128,64,64,32.00000,32.00000
graphics/enemies/boss_085_dingle.png,448,128,64,64,32.00000,32.00000
graphics/enemies/boss_085_dingle.png,448,128,64,64,32.00000,32.00000
graphics/enemies/boss_085_dingle.png,448,128,64,64,32.00000,32.00000
graphics/enemies/boss_085_dingle.png,448,128,64,64,32.00000,32.00000
