TEXTURE_ID,FPS,"LOOPTYPE(0:Single, 1:Loop)",,,,
,13,1,,,,
,,,,,,
TEXTUREID,LEFT,TOP,WIDHT,HEIGHT,ORIGIN_X,ORIGIN_Y
graphics/enemies/boss_085_dingle.png,0,320,64,64,32.000000,32.000000
graphics/enemies/boss_085_dingle.png,64,320,64,64,32.000000,32.000000
graphics/enemies/boss_085_dingle.png,128,320,64,64,32.000000,32.000000
graphics/enemies/boss_085_dingle.png,192,320,64,64,32.000000,32.000000
graphics/enemies/boss_085_dingle.png,256,320,64,64,32.000000,32.000000
graphics/enemies/boss_085_dingle.png,320,320,64,64,32.000000,32.000000
graphics/enemies/boss_085_dingle.png,384,320,64,64,32.000000,32.000000
graphics/enemies/boss_085_dingle.png,448,320,64,64,32.000000,32.000000
graphics/enemies/boss_085_dingle.png,0,384,64,64,32.000000,32.000000
graphics/enemies/boss_085_dingle.png,64,384,64,64,32.000000,32.000000
graphics/enemies/boss_085_dingle.png,128,384,64,64,32.000000,32.000000
graphics/enemies/boss_085_dingle.png,192,384,64,64,32.000000,32.000000
graphics/enemies/boss_085_dingle.png,256,384,64,64,32.000000,32.000000
graphics/enemies/boss_085_dingle.png,320,384,64,64,32.000000,32.000000
