TEXTURE_ID,FPS,"LOOPTYPE(0:Single, 1:Loop)",,,,
Jump,10,0,,,,
,,,,,,
TEXTUREID,LEFT,TOP,HEIGHT,WIDTH,ORIGIN_X,ORIGIN_Y
graphics/sprite_sheet.png,0,360,120,120,0.000000,0.000000
graphics/sprite_sheet.png,120,360,120,120,0.000000,0.000000
graphics/sprite_sheet.png,240,360,120,120,0.000000,0.000000
graphics/sprite_sheet.png,360,360,120,120,0.000000,0.000000
graphics/sprite_sheet.png,480,360,120,120,0.000000,0.000000
graphics/sprite_sheet.png,600,360,120,120,0.000000,0.000000
graphics/sprite_sheet.png,720,360,120,120,0.000000,0.000000
