TEXTURE_ID,FPS,"LOOPTYPE(0:Single, 1:Loop)",,,,
Hopper_idle,13,1,,,,
,,,,,,
TEXTUREID,LEFT,TOP,WIDHT,HEIGHT,ORIGIN_X,ORIGIN_Y
graphics/monster_044_hopperleaper.png,0,0,32,32,16.000000,16.000000
graphics/monster_044_hopperleaper.png,0,0,32,32,16.000000,16.000000
graphics/monster_044_hopperleaper.png,0,0,32,32,16.000000,16.000000
graphics/monster_044_hopperleaper.png,0,0,32,32,16.000000,16.000000
graphics/monster_044_hopperleaper.png,0,0,32,32,16.000000,16.000000
graphics/monster_044_hopperleaper.png,32,0,32,32,16.000000,16.000000
graphics/monster_044_hopperleaper.png,64,0,32,32,16.000000,16.000000
graphics/monster_044_hopperleaper.png,96,0,32,32,16.000000,16.000000
