TEXTURE_ID,FPS,"LOOPTYPE(0:Single, 1:Loop)",,,,
Fly_dead,15,1,,,,
,,,,,,
TEXTUREID,LEFT,TOP,WIDHT,HEIGHT,ORIGIN_X,ORIGIN_Y
graphics/monster_010_fly.png,0,75,64,64,32.000000,32.000000
graphics/monster_010_fly.png,64,75,64,64,32.000000,32.000000
graphics/monster_010_fly.png,128,75,64,64,32.000000,32.000000
graphics/monster_010_fly.png,192,75,64,64,32.000000,32.000000
graphics/monster_010_fly.png,0,139,64,64,32.000000,32.000000
graphics/monster_010_fly.png,64,139,64,64,32.000000,32.000000
graphics/monster_010_fly.png,128,139,64,64,32.000000,32.000000
graphics/monster_010_fly.png,192,139,64,64,32.000000,32.000000
graphics/monster_010_fly.png,0,203,64,64,32.000000,32.000000
graphics/monster_010_fly.png,64,203,64,64,32.000000,32.000000
graphics/monster_010_fly.png,128,203,64,64,32.000000,32.000000
graphics/monster_010_fly.png,192,203,64,64,32.000000,32.000000
graphics/monster_010_fly.png,192,203,64,64,32.000000,32.000000
graphics/monster_010_fly.png,192,203,64,64,32.000000,32.000000
graphics/monster_010_fly.png,192,203,64,64,32.000000,32.000000
graphics/monster_010_fly.png,192,203,64,64,32.000000,32.000000
graphics/monster_010_fly.png,192,203,64,64,32.000000,32.000000
