TEXTURE_ID,FPS,"LOOPTYPE(0:Single, 1:Loop)",,,,
Star_effect,15,1,,,,
,,,,,,
TEXTUREID,LEFT,TOP,WIDHT,HEIGHT,ORIGIN_X,ORIGIN_Y
graphics/effects/effect_023_starflash.png,0,0,32,32,16.000000,16.000000
graphics/effects/effect_023_starflash.png,32,0,32,32,16.000000,16.000000
graphics/effects/effect_023_starflash.png,64,0,32,32,16.000000,16.000000
graphics/effects/effect_023_starflash.png,98,0,32,32,16.000000,16.000000
graphics/effects/effect_023_starflash.png,0,32,32,32,16.000000,16.000000
graphics/effects/effect_023_starflash.png,32,32,32,32,16.000000,16.000000
graphics/effects/effect_023_starflash.png,64,32,32,32,16.000000,16.000000
graphics/effects/effect_023_starflash.png,98,32,32,32,16.000000,16.000000
graphics/effects/effect_023_starflash.png,0,64,32,32,16.000000,16.000000
graphics/effects/effect_023_starflash.png,32,64,32,32,16.000000,16.000000
graphics/effects/effect_023_starflash.png,64,64,32,32,16.000000,16.000000
graphics/effects/effect_023_starflash.png,98,64,32,32,16.000000,16.000000
