TEXTURE_ID,FPS,"LOOPTYPE(0:Single, 1:Loop)",,,,
Blood_small,20,1,,,,
,,,,,,
TEXTUREID,LEFT,TOP,WIDHT,HEIGHT,ORIGIN_X,ORIGIN_Y
graphics/effect_002_bloodpoof.png,0,0,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,64,0,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,128,0,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,192,0,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,0,64,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,32,64,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,64,64,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,128,64,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,192,64,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,0,128,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,64,128,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,128,128,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,128,128,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,128,128,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,128,128,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,128,128,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,128,128,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,128,128,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,128,128,64,64,32.000000,32.000000
graphics/effect_002_bloodpoof.png,128,128,64,64,32.000000,32.000000
